name
"Aimard, Gustave"
"Aimard, Gustave"
"Greene, Homer"
"Various"
"Various"
"Various"
"Various"
"Gissing, George"
"Dow, Arthur W. (Arthur Wesley)"
"Brown, Edwin A."
"Allen, Willis Boyd"
"Unknown Author"
"Stowe, Harriet Beecher"
"Francillon, R. E. (Robert Edward)"
"Wayne, Dorothy"
"Peabody, Frederick William"
"Fishburne, William Brett"
"Trapp, Joseph"
"Lodge, Henry Cabot"
"Schweitzer, Albert"
"Calvin, Jean"
"Dumas, Alexandre"
"Renard, Georges François"
"White, Gleeson"
"Wallace, Robert"
"Various"
"Berkeley, George"
"Taylor, Meadows"
"Berry, Flora E."
"S. W. Partridge & Co. (London, England)"
"Freeman, Edward A. (Edward Augustus)"
"Mosby, John Singleton"
"Various"
"Unknown Author"
"Kickapoo Club"
"Bates, Katharine Lee"
"Gehrts, Meg"
"Grinnell, George Bird"
"Hine, Charles De Lano"
"Walsh, James J. (James Joseph)"
"McAlister, Hugh"
"Grierson, Francis"
"Sills, Steven David Justin"
"Fern, Fanny"
"Johnston, Harry"
"Clark, Joan"
"Spindler, Karl"
"Howard, Police Captain"
"Napoleon III, Emperor of the French"
"Lavell, Edith"
"Sherman, William T. (William Tecumseh)"
"Rolt-Wheeler, Francis"
"Calvin, Jean"
"Roberts, B. H. (Brigham Henry)"
"Verhaeren, Emile"
"Verhaeren, Emile"
"Verhaeren, Emile"
"Villari, Pasquale"
"Duncan, Sara Jeannette"
"Verhaeren, Emile"
"Vertot, abbé de"
"Sumner, Charles"
"DuPuy, William Atherton"
"Mangasarian, M. M. (Mangasar Mugurditch)"
"Connors, Chuck"
"Anonymous"
"Anonymous"
"Mangasarian, M. M. (Mangasar Mugurditch)"
"Wallace, William Ross"
"Mangasarian, M. M. (Mangasar Mugurditch)"
"Anonymous"
"Mangasarian, M. M. (Mangasar Mugurditch)"
"Poe, Edgar Allan"
"Dean, Graham M."
"Baker, Emilie K. (Emilie Kip)"
"Wharton, Edith"
"McAlister, Hugh"
"Dean, Graham M."
"Raymond, P. T."
"Day, Thomas Fleming"
"Craine, E. J. (Edith Janice)"
"Crockett, S. R. (Samuel Rutherford)"
"Rennie, James"
"Garis, Lilian"
"Cumberland, Barlow"
"Parlette, Ralph Albert"
"Wharton, Edith"
"Riis, Jacob A. (Jacob August)"
"Maxfield, Albert"
"Nisbet, Hume"
"Finlayson, George"
"Abbott, Edwin Abbott"
"Patchin, Frank Gee"
"Cobb, Irvin S. (Irvin Shrewsbury)"
"Sinks, Perry Wayland"
"Adams, Katharine"
"Laclos, Choderlos de"
"Unknown Author"
"Franklin, Benjamin"
"Macmillan &  Co."
"Stratemeyer, Edward"
"Blanchard, Amy Ella"
"Watkins, Lucian Bottow"
"Grey, Zane"
"Anonymous"
"Riley, James Whitcomb"
"Thomas, Abel C. (Abel Charles)"
"Harkins, E. F. (Edward Francis)"
"Crane, Stephen"
"Farjeon, B. L. (Benjamin Leopold)"
"Holinshed, Raphael"
"MacGrath, Harold"
"Various"
"Evans, Augusta J. (Augusta Jane)"
"Grove, Harriet Pyne"
"Butler, Robert"
"Napoleon III, Emperor of the French"
"Anonymous"
"Pansy"
"Pansy"
"Various"
"Onions, Oliver"
"Inchbald, Mrs."
"Drews, Arthur"
"Prindle, Edwin J. (Edwin Jay)"
"Finze, Kate John"
"Markham, Clements R. (Clements Robert), Sir"
"Wells, Carolyn"
"Cobb, Frank"
"Stuart, Gordon (Adventure story writer)"
"Craine, E. J. (Edith Janice)"
"Symonds, John Addington"
"Anonymous"
"Griswold, F. Burge (Frances Burge)"
"Colman, Miss (Pamela Atkins)"
"Thackeray, William Makepeace"
"Hiatt, Charles"
"Davis, Katherine Wallace"
"Snell, Roy J. (Roy Judson)"
"Lathrop, David"
"Various"
"Seiffert, Marjorie Allen"
"Morris, Joseph E. (Joseph Ernest)"
"Various"
"Darroch, G. R. S."
"Alexander, James W. (James Waddel)"
"Murphy, Thos. D. (Thomas Dowler)"
"Dodd, Ira Seymour"
"Bury, J. B. (John Bagnell)"
"Stannus, Graydon, Mrs."
"Norton, Allen"
"Peterson, Hannah Mary (Bouvier)"
"Henty, G. A. (George Alfred)"
"Young, Clarence"
"Wells, Carolyn"
"Brunner, Josef"
"Thackeray, William Makepeace"
"Gage, Matilda Joslyn"
"Stephens, H. Morse (Henry Morse)"
"Young, Clarence"
"Burrows, C. W."
"Chatto, William Andrew"
"Greenwood, James"
"Various"
"Garnier, Jules"
"Moore, Nelle E."
"Anonymous"
"Montagu, Edward Wortley"
"Holinshed, Raphael"
"Figuier, Louis"
"Various"
"Randall, F. J. (Frederick John)"
"Ely, Helena Rutherfurd"
"Wells, H. G. (Herbert George)"
"Coolidge, Susan"
"Blanchard, Amy Ella"
"Buffon, Georges Louis Leclerc, comte de"
"French, Samuel Gibbs"
"Baring-Gould, S. (Sabine)"
"Rilke, Rainer Maria"
"Hauff, Wilhelm"
"France, Lewis B."
"Eggleston, George Cary"
"Harkins, E. F. (Edward Francis)"
"Holinshed, Raphael"
"Martinek, Frank V. (Frank Victor)"
"Holinshed, Raphael"
"Winlow, Clara Vostrovsky"
"Henty, G. A. (George Alfred)"
"Wheeler, Edward L. (Edward Lytton)"
"Smith, Lucy"
"Baring-Gould, S. (Sabine)"
"Clemenceau, Georges"
"Wells, Carolyn"
"Zangwill, Israel"
"Various"
"Rickard, Jessie Louisa Moore"
"Sweeney, Alexander"
"Newcomb, Ambrose"
"Morton, John Maddison"
"Newcomb, Ambrose"
"Reed, Chester A. (Chester Albert)"
"Northup, Solomon"
"Various"
"Mooney, James"
"Oppenheim, E. Phillips (Edward Phillips)"
"Sumner, Charles"
"Buffon, Georges Louis Leclerc, comte de"
"Davies, W. H. (William Henry)"
"Knott, Laura A. (Laura Anna)"
"Morris, Joseph E. (Joseph Ernest)"
"Tree, Iris"
"Unknown Author"
"Various"
"Roberts, Morley"
"Finley, Martha"
"Moore, John Trotwood"
"Adams, Henry"
"Charnay, Désiré"
"Vandercook, Margaret"
"Watson, John R. (John Reay)"
"Meade, L. T."
"Dacus, J. A. (Joseph A.)"
"Herrington, Walter Stevens"
"North, Grace May"
"Malet, Lucas"
"Carter, Herbert, active 1909-1917"
"Hulme, F. Edward (Frederick Edward)"
"Pichatty de Croislainte"
"McKnight, Hiram Peck"
"Various"
"Reed, Chester A. (Chester Albert)"
"Crane, J. T. (Jonathan Townley)"
"Guthrie, Ellen Emma"
"Newcomb, Ambrose"
"Holinshed, Raphael"
"Onions, Oliver"
"Turner, Ethel Sybil"
"Kildare, Owen"
"Fletcher, J. S. (Joseph Smith)"
"Various"
"Pool, Maria Louise"
"Cowan, James"
"Barbour, Ralph Henry"
"Grinnell, George Bird"
"Browne, Robert T."
"Various"
"Various"
"Davis, Henry George"
"Paxson, Frederic L. (Frederic Logan)"
"Phillips, David Graham"
"Unknown Author"
"More, Paul Elmer"
"Spon, Ernest"
"Edwards, H. Sutherland (Henry Sutherland)"
"Barber, James, active 1837-1839"
"Torrey, Bradford"
"Morris, Mowbray"
"Fraser, C. F., Mrs."
"Various"
"Stopes, Marie Carmichael"
"Hissey, James John"
"Talbot, Frederick Arthur Ambrose"
"Anonymous"
"Matthews, Albert"
"Carpenter, Alfred Francis Blakeney"
"Benson, E. F. (Edward Frederic)"
"Grinnell, George Bird"
"Johnston, Mary"
"Davis, F. Hadland (Frederick Hadland)"
"Lang, Andrew"
"Goldfrap, John Henry"
"Whitlock, Brand"
"Buffon, Georges Louis Leclerc, comte de"
"Buffon, Georges Louis Leclerc, comte de"
"Buffon, Georges Louis Leclerc, comte de"
"Hornung, E. W. (Ernest William)"
"Morris, Charles"
"Besant, Walter"
"American Society of Civil Engineers"
"Unknown Author"
"Unknown Author"
"Webster, Noah"
"Quirk, Leslie W."
"Noël Hume, Ivor"
"Benson, E. F. (Edward Frederic)"
"Richards, Laura Elizabeth Howe"
"New-York Historical Society"
"Bensusan, S. L. (Samuel Levy)"
"Cole, Thomas R. (Thomas Raymond)"
"Collie, Norman"
"Unknown Author"
"Hope, Anthony"
"Nixon-Roulet, Mary F."
"Mathews, Joanna H. (Joanna Hooe)"
"Besant, Walter"
"Burch, Frederick S."
"Zweig, Stefan"
"Unknown Author"
"Unknown Author"
"Brissenden, Paul F. (Paul Frederick)"
"Sharpe, Reginald R. (Reginald Robinson)"
"Rice, Cale Young"
"Chevalier, Michel"
"Unknown Author"
"Various"
"Various"
"Various"
"Barbé, Louis A."
"Anonymous"
"Steele, Richard, Sir"
"Various"
"Hayden, Arthur"
"James I, King of England"
"Norway, G. (George)"
"Polkinghorne, R. K. (Ruby Kathleen)"
"Newcomb, Ambrose"
"Behn, Aphra"
"Scott, Walter"
"Various"
"Fletcher, John"
"Fletcher, John"
"Nicholson, Meredith"
"Cruikshank, George"
"Various"
"Paoli, Xavier"
"Unknown Author"
"Rogers, Mary Cochrane"
"Shoemaker, Michael Myers"
"Brainerd, Eleanor Hoyt"
"Farjeon, B. L. (Benjamin Leopold)"
"Langbaine, Gerard"
"Unknown Author"
"Gravengaard, N. P. (Niels Peter)"
"Adams, William Alexander"
"Sawyer, Edith A. (Edith Augusta)"
"Van Loon, Hendrik Willem"
"Marquis, Don"
"Benson, E. F. (Edward Frederic)"
"Benson, E. F. (Edward Frederic)"
"Webb, Marion St. John"
"Finley, Martha"
"Unknown Author"
"Barbier, Jules"
"Goddard, E. H. (Edward Hungerford)"
"Liljencrantz, Ottilie A. (Ottilia Adelina)"
"Root, Esther Sayles"
"Chesterton, G. K. (Gilbert Keith)"
"Fabre, Jean-Henri"
"Leech, John"
"Kittredge, George Lyman"
"Gasquet, Francis Aidan"
"Oliphant, Mrs. (Margaret)"
"Oliphant, Mrs. (Margaret)"
"Oliphant, Mrs. (Margaret)"
"Edgar, John G. (John George)"
"Payne, William Morton"
"Buffon, Georges Louis Leclerc, comte de"
"Buffon, Georges Louis Leclerc, comte de"
"Dumas, Alexandre"
"Newman, Charles Robert"
"Denis, Hector"
"Grahame-White, Claude"
"Shaw, Bernard"
"Austrian, Delia"
"Hume, David"
"Coit, Adelin Balch"
"Stoker, Bram"
"Adams, Henry"
"Goldfrap, John Henry"
"De Teresa, Ysabel"
"Augustine, Saint, Bishop of Hippo"
"Shedd, E. Cutler (Ephraim Cutler)"
"Wade, Mary Hazelton Blanchard"
"Spencer, Orson"
"Jefferson, Thomas"
"Zahm, J. A. (John Augustine)"
"Unknown Author"
"Curwood, James Oliver"
"Flint, Robert"
"Grote, George"
"Janvier, Thomas A. (Thomas Allibone)"
"Mercer, Henry C."
"Bryan, George"
"Harper, Charles G. (Charles George)"
"Vandérem, Fernand"
"Lucian, of Samosata"
"Busk, Rachel Harriette"
"Arthur, T. S. (Timothy Shay)"
"Allen, E. P. S."
"Hyne, Charles John Cutcliffe Wright"
"Cornelius, Mrs. (Mary Hooker)"
"Williams, P. B. (Peter Bailey)"
"Kauffman, Reginald Wright"
"Buffon, Georges Louis Leclerc, comte de"
"Buffon, Georges Louis Leclerc, comte de"
"Roberts, S. C. (Sydney Castle)"
"Arthur, T. S. (Timothy Shay)"
"Phillipps-Wolley, Clive"
"Kipling, Rudyard"
"Miller, Alex. McVeigh, Mrs."
"Figuier, Louis"
"Mücke, Hellmuth von"
"Arthur, T. S. (Timothy Shay)"
"Farjeon, B. L. (Benjamin Leopold)"
"Farjeon, B. L. (Benjamin Leopold)"
"Farjeon, B. L. (Benjamin Leopold)"
"Benson, James W., active 1857-1887"
"Clinch, George"
"Salmon, Arthur L. (Arthur Leslie)"
"Howitt, William"
"Scott, Walter"
"Arthur, T. S. (Timothy Shay)"
"Trollope, Thomas Adolphus"
"Trollope, Thomas Adolphus"
"Thompson, Silvanus P. (Silvanus Phillips)"
"Kirwan, Thomas"
"Schnitzler, Arthur"
"Lang, Andrew"
"King, Basil"
"Freeman, Edward A. (Edward Augustus)"
"Burnett, Frances Hodgson"
"Arthur, T. S. (Timothy Shay)"
"United States. Bureau of Naval Personnel"
"Dulac, Edmund"
"Smith, Harriet L. (Harriet Lummis)"
"Silloway, Thomas W. (Thomas William)"
"Arthur, T. S. (Timothy Shay)"
"Unknown Author"
"Wells, Carolyn"
"Ruskin, John"
"Jeans, T. T. (Thomas Tendron)"
"Crosthwaite, C. H. T. (Charles Haukes Todd)"
"Candolle, Alphonse de"
"Reed, Charles K. (Charles Keller)"
"Farjeon, B. L. (Benjamin Leopold)"
"Arthur, T. S. (Timothy Shay)"
"Gourmont, Remy de"
"Thackeray, William Makepeace"
"König, Paul"
"Cobbold, T. Spencer (Thomas Spencer)"
"Various"
"Duncan, Sara Jeannette"
"Fraser, William Alexander"
"Hartley, John"
"Freese, Jacob R."
"Brown, John"
"Unknown Author"
"Elliot, G. F. Scott (George Francis Scott)"
"Hay, Malcolm V. (Malcolm Vivian)"
"Slauson, Harold Whiting"
"Unknown Author"
"Bewsher, Frederick William"
"Various"
"Unknown Author"
"Arthur, T. S. (Timothy Shay)"
"Unknown Author"
"Unknown Author"
"Andrews, Lincoln C. (Lincoln Clarke)"
"Finley, Martha"
"Rexford, Eben E. (Eben Eugene)"
"Meyers, Augustus"
"Arthur, T. S. (Timothy Shay)"
"Morgan, Lewis Henry"
"Corbett, Julian Stafford"
"Orchard, W. E. (William Edwin)"
"Sumner, Charles"
"Meadowcroft, Wm. H. (William Henry)"
"Miller, David"
"Baudesson, Henry"
"Ingersoll, R. Sturgis (Robert Sturgis)"
"Yonge, Charlotte M. (Charlotte Mary)"
"Jeans, T. T. (Thomas Tendron)"
"Bryce, James Bryce, Viscount"
"Loeb, Jacques"
"Finley, Martha"
"Blackwood, Algernon"
"Unknown Author"
"Marden, Orison Swett"
"Rolleston, T. W. (Thomas William)"
"Freshfield, Douglas William"
"Newcomb, Ambrose"
"Grey, Zane"
"Craik, Dinah Maria Mulock"
"Marie, Queen, consort of Ferdinand I, King of Romania"
"Hedrick, U. P."
"Ackland, T. S. (Thomas Suter)"
"Grego, Joseph"
"Grego, Joseph"
"Hayes, Clair W. (Clair Wallace)"
"Neally, Amy"
"Bacon, Francis"
"Chase, Josephine"
"Trollope, Anthony"
"Warner, Frank A."
"Goldfrap, John Henry"
"Haycraft, John Berry"
"Unknown Author"
"Postnikov, Fedor Alexis"
"Wade, Mary Hazelton Blanchard"
"Spohr, Louis"
"Duffield, A. J. (Alexander James)"
"Dickens, Charles"
"Burnett, Frances Hodgson"
"Howells, William Dean"
"Dalziel, D. (Davison)"
"Stawell, Rodolph, Mrs."
"Roberts, Charles G. D., Sir"
"Roberts, Charles G. D., Sir"
"Sparre, Christian"
"Porter, Horace"
"Wells, Carolyn"
"Nicolas, Nicholas Harris, Sir"
"Finley, Martha"
"Appleton, Victor"
"Peacock, Virginia Tatnall"
"Hall, George, rector of Ruckland, Lincolnshire"
"Russell, C. T. (Charles Taze)"
"Dewar, Douglas"
"Hughes, Thomas"
"Hannah, Ian C."
"Tolstoy, Leo, graf"
"Hayens, Herbert"
"Pemberton, Max"
"Beyer, H. Otley (Henry Otley)"
"Various"
"Munford, Beverley B. (Beverley Bland)"
"Bates, Gordon"
"Woodruff, Wilford"
"Various"
"Hichens, Robert"
"Haultain, Arnold"
"Lauridsen, Peter"
"Field, Henry M. (Henry Martyn)"
"Marshall, Archibald"
"Kepler, Johannes"
"Keynes, John Maynard"
"Aston, W. G. (William George)"
"Maxim, Hudson"
"Gaboriau, Emile"
"Roberts, Charles G. D., Sir"
"Unknown Author"
"McManus, Blanche"
"Pike, H. Lee M. (Henry Lee Mitchell)"
"Grundy, Sydney"
"Hayes, Clair W. (Clair Wallace)"
"McKenna, Stephen"
"Günther, Marie A., countess"
"Dix, Beulah Marie"
"Stern, G. B. (Gladys Bronwyn)"
"Collins, Wilkie"
"Johns, C. H. W. (Claude Hermann Walter)"
"Quiroga, Horacio"
"Rexford, Eben E. (Eben Eugene)"
"Hayes, Clair W. (Clair Wallace)"
"Dixon, Charles"
"Saxe, Mary S. (Mary Sollace)"
"Benson, E. F. (Edward Frederic)"
"Seneca, Lucius Annaeus"
"Rankin, Carroll Watson"
"Reade, Charles"
"Kant, Immanuel"
"Bulfinch, Thomas"
"Wells, Carolyn"
"Maynard, C. J. (Charles Johnson)"
"Caulfeild, Vivian"
"Crockett, W. S. (William Shillinglaw)"
"Edwards, George Wharton"
"Reade, Charles"
"Gribble, Francis Henry"
"Matthews, Stanley R."
"Poole, Reginald Lane"
"Benson, E. F. (Edward Frederic)"
"Anonymous"
"Haddon, Alfred C. (Alfred Cort)"
"Appleton, Victor"
"Wood, Frances Ann"
"Bisland, Elizabeth"
"Hayes, Clair W. (Clair Wallace)"
"Wood, T. Martin"
"Unknown Author"
"Walpole, Horace"
"Waugh, Edwin"
"Boucicault, Dion"
"Potter, Olave M. (Olave Muriel)"
"Bazancourt, César Lecat, baron de"
"Williams, Archibald"
"Brooke, Henry Francis"
"McKenna, Stephen"
"Hogue, Oliver"
"Johnson, Owen"
"Talmage, James E. (James Edward)"
"Le Gallienne, Richard"
"Walpole, Horace"
"Daniels, Mabel W. (Mabel Wheeler)"
"Le Sueur, Gordon"
"Collier, Dorothy Josephine"
"Bright, Charles, Sir"
"Rait, Robert S. (Robert Sangster)"
"Strindberg, August"
"Macbeth, Ann"
"Unknown Author"
"Benson, Arthur Christopher"
"Willard, Dr."
"L."
"Stewart, A. A. (Alexander A.)"
"Beaverbrook, Max Aitken, Baron"
"Beaverbrook, Max Aitken, Baron"
"Roberts, Charles G. D., Sir"
"Westerman, Percy F. (Percy Francis)"
"Craigie, William A. (William Alexander), Sir"
"Wagner, Richard"
"Benson, Arthur Christopher"
"Leigh, Percival"
"Lane, Rose Wilder"
"Husband, Joseph"
"Mathews, Joanna H. (Joanna Hooe)"
"Frederic, Harold"
"Quevedo, Francisco de"
"Young, Clarence"
"Frazar, Douglas"
"Spencer, Herbert"
"Benson, Arthur Christopher"
"Fowler, Thomas"
"Patterson, John"
"Edgar, John G. (John George)"
"Howard, Ebenezer, Sir"
"Rhead, G. Woolliscroft (George Woolliscroft)"
"Buckstone, John Baldwin"
"Marcosson, Isaac Frederick"
"Benson, Arthur Christopher"
"Smith, Erminnie A. (Erminnie Adele)"
"Henry, Thomas"
"Harland, Marion"
"Lang, Mrs."
"Greene, Homer"
"Platt, Mary Schauffler"
"Turberville, Arthur Stanley"
"Benson, Arthur Christopher"
"Stone, Gertrude L. (Gertrude Lincoln)"
"Wheeler, James Talboys"
"Comfort, Will Levington"
"Felix, Charles"
"Thornber, J. J. (John James)"
"Blackmore, R. D. (Richard Doddridge)"
"Reade, Arthur"
"Herford, Oliver"
"Arthur, T. S. (Timothy Shay)"
"Stephens, Ann S. (Ann Sophia)"
"Roberts, F. A."
"Auchincloss, W. S. (William Stuart)"
"Wilmot, Alexander"
"Great Britain. Sovereign"
"Watson, William, Sir"
"Camp, Samuel G. (Samuel Granger)"
"Arthur, T. S. (Timothy Shay)"
"Hornung, E. W. (Ernest William)"
"Vernon, Robert O. (Robert Orion)"
"Greene, Homer"
"Anstey, F."
"Eggleston, George Cary"
"Frost, William Henry"
"Tracy, Louis"
"Chase, Hiram"
"Arthur, T. S. (Timothy Shay)"
"Mickley, Jeremiah Marion"
"Molnár, Ferenc"
"McAuley, Mary Ethel"
"Butler, Elizabeth (Elizabeth Southerden Thompson)"
"Finley, Martha"
"McKenna, Stephen"
"Arthur, T. S. (Timothy Shay)"
"Bush, Bertha Evangeline"
"Albertson, Ralph"
"Unknown Author"
"Barron, Edward"
"Masters, Edgar Lee"
"Stopes, Marie Carmichael"
"Burnes, James"
"Alger, Horatio, Jr."
"Unknown Author"
"North, Sterling"
"Roberts, B. H. (Brigham Henry)"
"Grinnell, George Bird"
"Ford Motor Company"
"Pleon, Harry"
"Hyde, Orson"
"Alcott, Amos Bronson"
"Arthur, T. S. (Timothy Shay)"
"Gordon, George Stuart"
"Trumbull, H. Clay (Henry Clay)"
"Dane, Edmund (Military historian)"
"Straus, Ralph"
"Arlen, Michael"
"Unknown Author"
"Walker, John Bernard"
"Arthur, T. S. (Timothy Shay)"
"Hamsun, Knut"
"Taylor, John"
"Various"
"Pückler-Muskau, Hermann, Fürst von"
"Ordonneau, Maurice"
"Ellis, Edward Sylvester"
"De Morgan, William"
"Smiles, Samuel"
"Arthur, T. S. (Timothy Shay)"
"Mendel, Florence Emma Voigt"
"Maule, Harry E. (Harry Edward)"
"Stoddard, William Osborn"
"Marie, de France, active 12th century"
"Baker, B. Granville (Bernard Granville)"
"Le Queux, William"
"Slater, J. Herbert (John Herbert)"
"Matthews, W. H."
"Erasmus, Desiderius"
"Arthur, T. S. (Timothy Shay)"
"Baker, Elizabeth"
"Morris, William"
"Russell, William Howard, Sir"
"Pratt, Orson"
"Pratt, Orson"
"Gourmont, Remy de"
"Omond, George W. T. (George William Thomson)"
"Roberts, S. C. (Sydney Castle)"
"Arthur, T. S. (Timothy Shay)"
"Finley, Martha"
"Gallichan, Walter M. (Walter Matthew)"
"Kelland, Clarence Budington"
"Hale, Sarah Josepha Buell"
"Willson, Beckles"
"Matthews, Stanley R."
"Benson, E. F. (Edward Frederic)"
"Arthur, T. S. (Timothy Shay)"
"Eden, Emily"
"Unknown Author"
"Sylva, Carmen"
"Miller, Madeleine S. (Madeleine Sweeny)"
"Robert-Houdin, Jean-Eugène"
"Kelland, Clarence Budington"
"Arthur, T. S. (Timothy Shay)"
"Brill, Ethel C. (Ethel Claire)"
"Tolstoy, Leo, graf"
"Walters, H. B. (Henry Beauchamp)"
"Headlam, Cecil"
"Smith, Frank L."
"Aimard, Gustave"
"Arthur, T. S. (Timothy Shay)"
"Say, Thomas"
"Bateman, Jas. (James)"
"Beatson, A. M."
"Provost, Maxime"
"Richardson, Merrick Abner"
"Unknown Author"
"Baker, Emilie K. (Emilie Kip)"
"Grinnell, George Bird"
"Arthur, T. S. (Timothy Shay)"
"Union Pacific Railroad Company"
"Martin, George Madden"
"Morgan, J. H. (John Hartman)"
"Steiner, Edward Alfred"
"Monkhouse, Allan"
"Winslow, Carroll Dana"
"Crane, Stephen"
"Arthur, T. S. (Timothy Shay)"
"Bell, F. McKelvey (Frederick McKelvey)"
"Lynch, Hannah"
"Anderson, Edward L. (Edward Lowell)"
"Creswicke, Louis"
"Herbert, Henry William"
"Chicago, Milwaukee, St. Paul, and Pacific Railroad Company"
"McWatters, George S."
"Greville, Charles"
"Arthur, T. S. (Timothy Shay)"
"Greville, Charles"
"Marston, John"
"Marston, John"
"Brereton, F. S. (Frederick Sadleir)"
"Rice, Franklin P. (Franklin Pierce)"
"Crowest, Frederick James"
"Finley, Martha"
"Dewar, Douglas"
"Bland, John Salkeld"
"Arthur, T. S. (Timothy Shay)"
"Inman, Herbert"
"Hallays, André"
"Various"
"Tiplady, Thomas"
"Various"
"Street, George Edmund"
"Hedrick, U. P."
"Ruxton, George Frederick Augustus"
"Robb, John S."
"Curwood, James Oliver"
"Hegel, Georg Wilhelm Friedrich"
"Daniel, George"
"Daniel, George"
"Rousseau, Jean-Jacques"
"Kroeber, A. L. (Alfred Louis)"
"MacRory, Joseph"
"Unknown Author"
"Various"
"Lee, Jennette"
"Goodwin, Nat. C. (Nathaniel Carll)"
"Hewitt, John"
"Leroux, Gaston"
"Merchant, Thomas Edward"
"Buchan, John"
"Haywood, Eliza Fowler"
"Stowe, Harriet Beecher"
"Ralphson, G. Harvey (George Harvey)"
"Leech, John"
"Appleton, Victor"
"Baker, B. Granville (Bernard Granville)"
"Seebohm, Frederic"
"Salant, William"
"Johnson, Owen"
"Unknown Author"
"Beasley, T. D. (Thomas Dykes)"
"Various"
"Ward, Walter W."
"Balfour, Francis M. (Francis Maitland)"
"Collins, E. Burke, Mrs."
"Dean, Arthur D. (Arthur Davis)"
"Sherman, Harold M. (Harold Morrow)"
"Blanchard, Amy Ella"
"Torrey, William"
"Gillmore, Inez Haynes"
"Perrin, William Gordon"
"De Morgan, John"
"Goodrich, Frank B. (Frank Boott)"
"Reed, Edward Tennyson"
"Grove, Harriet Pyne"
"Mumford, John Kimberly"
"Wright, F. B. (Frederic B.)"
"Wheelock, Eleazar"
"Laing, S. (Samuel)"
"Woolley, L. H. (Lell Hawley)"
"Shaw, Leslie M. (Leslie Mortier)"
"Richardson, Norval"
"Lake, Simon"
"Various"
"Wiel, Alethea"
"Harper, Charles G. (Charles George)"
"Rankin, Carroll Watson"
"Clodd, Edward"
"Confucius"
"Davis, John Francis"
"Macy, William Hussey"
"Young, John R."
"Lear, Edward"
"Dewar, Douglas"
"Various"
"Various"
"Strindberg, August"
"Ainsworth, William Harrison"
"Van Loon, Hendrik Willem"
"Stevenson, Robert Louis"
"Stetson, James B. (James Burgess)"
"Foster, Sophie Lee"
"Headlam, Cecil"
"Flanagan, T. J."
"Gallon, Tom"
"Davis, Anne Pence"
"Singmaster, Elsie"
"Seawell, Molly Elliot"
"Catherine II, Empress of Russia"
"Darwin, Charles"
"Spyri, Johanna"
"Simonds, William Day"
"Unknown Author"
"Anonymous"
"Taylor, Archer"
"Unknown Author"
"Kearton, Richard"
"Lloyd, Hugh"
"Brooks, A. M. (Abbie M.)"
"Benton, Rita"
"O'Meara, James"
"Buckstone, John Baldwin"
"Lantz, David E. (David Ernest)"
"Brinton, Daniel G. (Daniel Garrison)"
"Marx, Karl"
"American School of Correspondence"
"Dewar, Douglas"
"Collingwood, W. G. (William Gershom)"
"Unknown Author"
"Gourmont, Remy de"
"McManus, Blanche"
"Morey, Almira"
"Kerlin, Robert Thomas"
"Berdoe, Edward"
"Hartshorne, Albert"
"Donald, Henry W."
"Gleason, Arthur"
"Manning, Emmerson Wain"
"Tarbell, Ida M. (Ida Minerva)"
"Finley, Martha"
"Hinrichs, Charles F. A."
"Mansfield, M. F. (Milburg Francisco)"
