author
Jefferson, Thomas
Whewell, William
Wilson, H. Mary
Whitehead, Harold
Trotsky, Leon
Godman, John D. (John Davidson)
Warburton, A. F. (Adolphus Frederick)
Heijermans, Herman
Nicoll, W. Robertson (William Robertson), Sir
Putnam, Allen
Humphry, Mrs.
Brandeis, Madeline
Blount, Thomas
Bryde, C. W.
Whishaw, Frederick
Warder, Geo. W. (George Woodward)
Talman, Charles Fitzhugh
Coleridge, Mary E. (Mary Elizabeth)
Thompson, A. C. (Augustus Charles)
Colvin, Sidney
Simpson, J. M., Mrs.
Mee, Huan
Leonard, May
Ritchie, Leitch
Cleather, Alice Leighton
Folsom, William H. C. (William Henry Carman)
Weems, M. L. (Mason Locke)
Louÿs, Pierre
Pennell, Joseph
Hocking, Silas K. (Silas Kitto)
Knight, W. H. (William Henry)
Flower, Elliott
Weitemeyer, Thorvald Peter Ludwig
Scully, Vincent
Blackie & Son
Schmemann, Alexander
Jackson, Mason
Govett, Ernest
Bruère, Robert W. (Robert Walter)
Society for Promoting Christian Knowledge (Great Britain)
Schwatka, Frederick
Coleman, Ambrose
Gwynn, John
Blaney, Henry R.
Uhlrich, E.
Markham, Clements R. (Clements Robert), Sir
Gibson, Charles R. (Charles Robert)
Negretti, Enrico Angelo Lodovico
Thorne, Guy
Keeler, James Edward
Klaas, Erwin E.
Bennett, Alexander Hughes
Statham, Edward Phillips
Byrum, E. E. (Enoch Edwin)
Caswall, Henry
Wood, Henry Cleveland
Dodsley, Robert
West, Frederic, Mrs.
Blake, J. F. (John Frederick)
Bourguignon, Honoré
Gwynne, Elsie Wilson
Annandale, Nelson
Hommaire de Hell, Adèle
Kneeland, George J. (George Jackson)
Daggett, Mary Stewart
Cruikshank, George
Ainslie, Arthur
Harper, Various (magazine)
Bower, Selina A.
Williamson, George Charles
Beebe, Henry S.
Thomson, J. J. (Joseph John)
Dejeans, Elizabeth
Crastre, François
Tetley, William C.
De Berniere, Henry
Dionysius, of Alexandria, Saint
Curtin, Jeremiah
Blount, James H. (James Henderson)
Hunter, Joseph
Kloss, C. Boden (Cecil Boden)
Phin, John
Scrivener, Frederick Henry Ambrose
Glümer, Claire von
Purey-Cust, Arthur P. (Arthur Perceval)
Parry, Albert William
Hadow, Grace E. (Grace Eleanor)
Billings, Josh
Blaikie, William
De Voe, Carrie
Bakunin, Mikhail Aleksandrovich
Burgoyne, John
Swain, Richard La Rue
Parnell, Reginald
Howitt, William
Roper, Edward
Clark, Kate Upson
Baker, George Pierce
Beebe, Mabel Borton
Wilson, Samuel Graham
Harper, Charles G. (Charles George)
Packard, E. P. W. (Elizabeth Parsons Ware)
Lewes, Mary L.
Clutterbuck, Walter J.
Norman, William B.
Bamford, Mary E. (Mary Ellen)
Dobschütz, Ernst von
Clynton, Richard
Bolton, Herbert Eugene
Foote, Mary Hallock
Ingemann, Bernhard Severin
Mangasarian, M. M. (Mangasar Mugurditch)
Parker, Frances
Gatty, Alfred
Atkins, Smith D. (Smith Dykins)
Lagrange, J. L. (Joseph Louis)
Barber, J. T.
Stubbs, William Carter
Smedley, William T. (William Thomas)
Stanyon, Ellis
Tańska-Hoffmanowa, Klementyna
Shepard, William Edward
Frith, William Powell
Mesick, John F.
Gliński, A. J. (Antoni Józef)
Armstrong, James
Lee, Henry
Riley, Henry Hiram
Gue, Belle Willey
Mills, Ella
Eltzbacher, Paul
Hill, James Langdon
Butterfield, Consul Willshire
Ramsay, Rina
Wayte, Samuel C.
Hillern, Wilhelmine von
Mann, Richard F.
Maples, Richard
Greene, Frances Nimmo
Massenet, Jules
Ives, Charles
Willson, Beckles
Stover, Wilbur B.
Berdoe, Edward
Christine, de Pisan
Steel, W. G. (William Gladstone)
Haynie, Miriam
Kirkbride, Joseph
Larsen, Hanna Astrup
Addison, A. C. (Albert Christopher)
Yale University. Divinity School
Angellotti, Marion Polk
Charles E. Putney Memorial Association
Gentile, Giovanni
Stubbs, Laura
Browne, Irving
Brown, J. Irwin (John Irwin)
Frothingham, Octavius Brooks
Fyfe, J. Hamilton (James Hamilton)
Rudd, Steele
Clark, Badger
Doolittle, William Henry
Surtees, William
Stone, Louis
Gould, George M. (George Milbrey)
Barrett, Robert Emmet
Johnson, J. C. F. (Joseph Colin Frances)
Beers, R. W.
Holyoake, George Jacob
Holyoake, Austin
Gilbert, Bernard
Mitchell, David M.
Tuker, M. A. R. (Mildred Anna Rosalie)
Penn, Richard
Alcott, Amos Bronson
Latham, Henry
Pease, Alfred E. (Alfred Edward), Sir
Klickmann, Flora
Lector
Webster, Daniel
Halsey, Rena I.
Blind, Mathilde
Kohn, S. (Salomon)
Gauss, Carl Friedrich
Cist, Henry Martyn
Norman, Benjamin Moore
Meller, Henry James
Hampden, Mary
Liszt, Franz
Hunt, William
Bruce, Wiliam Cabell
Arlington Co., Va. County Manager
Slack, Henry James
Culpin, Millais
Gerard, Louise
Norwood, Robert Winkworth
Shackleton, Robert
Vorse, Mary Heaton
Rossetti, Dante Gabriel
Athenaeus, of Naucratis
Levick, G. Murray (George Murray)
Hope, M. L.
Hall, Edward B. (Edward Brooks)
Baldry, A. L. (Alfred Lys)
Hind, C. Lewis (Charles Lewis)
Mills, Lewis Sprague
Leeds, Lewis W.
Common sense (Writer), active 1813
Jonson, Ben
Phillips, E. W. (Emma Watts)
Eade, Peter, Sir
Holmes, Thomas K.
Carleton, Will
George Bell & Sons
Cook, Frederick Albert
Miller, Florence Fenwick
Dodge, Mary Harris Toy
Pearce, Ernest Harold
Underwood, J. L. (John Levi)
Watson, John, F.L.S.
Severance, Frank H. (Frank Hayward)
Hatton, Bessie
Beasley, Frederic W.
Mills, Weymer Jay
Fraser, Alexander
Jordan, Furneaux
Chapin, Alfred Clark
Wilberforce, Basil
Smith, Elliott
Stair, John Dalrymple, Earl of
Cleeve, Lucas
Smith, J. B. (John Benjamin)
Fletcher, Samuel
Alexander, Virginia M.
Weed, Clarence Moores
Dufferin and Ava, Frederick Temple Blackwood, Marquis of
Endicott, Ruth Belmore
Janet, Paul
Desmond, Valerie
Benedict, Bertram
Hardy, G. H. (Godfrey Harold)
Cornelius, Elias
Hill, John A. (John Alexander)
Miller, W. J.
Clifton, A. B.
Wason, Robert Alexander
Bell, Henry Glassford
Isaacson, Lauren Ann
Cuming, E. D. (Edward William Dirom)
Adams, Oscar Fay
Frye, George V.
Williams, Rufus P. (Rufus Phillips)
De Sélincourt, Hugh
Stewart, John
Ratcliffe, Dorothy Una
Stuart, Muriel
Hardie, Martin
United States. Department of Education
United States. Marine Mammal Commission
Marshall, Bernard Gay
Schoffen, Elizabeth
Booth, George
Fitz-Gerald, S. J. Adair (Shafto Justin Adair)
Ford, Arthur Peronneau
Hindley, Charles
Gobineau, Arthur, comte de
Burney, James
Gray, Peter
James, Juliet Helena Lumbard
Haviland, Maud D. (Maud Doria)
Hall, T. Walter (Thomas Walter)
Strunk, William
Leach, Henry
Shields, Alexander
Granger, William D.
Campbell, John Scott
Johnson, Virginia W. (Virginia Wales)
Jones, Charles Albert
O'Hagan, Thomas
MacKeracher, William M. (William Mackay)
Poincaré, Henri
Richet, Charles
Hammer, S. C. (Simon Christian)
Grable, F. C.
Hara, Katsuro
Andrews, Elizabeth, F.R.A.I.
Kennedy, William Sloane
Elderkin, G. W. (George Wicker)
Mason, R. Osgood (Rufus Osgood)
McWhorter, Lucullus Virgil
Beecham, John Charles
Hendry, Hamish
Trotter, Catharine
Hertwig, Oscar
Stearns, Henry Putnam
Lane-Poole, Stanley
Bernstein, Aaron David
University of Kansas
Orpen, Adela E. (Adela Elizabeth Richards)
Peretz, Isaac Loeb
Tregarthen, Enys
Poland, Addison B.
Young, F. E. Mills (Florence Ethel Mills)
Sheldon, Louise Vescelius
Richardson, Henry Handel
Mackintosh, Charles Henry
Young, Charles A. (Charles Augustus)
Coulton, G. G. (George Gordon)
Barnes, Orange Perry
Harris, Clement A. (Clement Antrobus)
Peters, Madison Clinton
Forman, Henry Chandlee
Beer, Max
Gates, Burton N. (Burton Noble)
Hedge, Mary Ann
Mackinlay, M. (Malcolm) Sterling
Brown, Helen Dawes
Stephens, William
Prindle, Frances Carruth
Burnett, Carolyn Judson
Pearce, Joseph
Osborne, Oliver T. (Oliver Thomas)
Woolman, John
Singleton, Esther
Peake, Helena
Youngman, Phillip M.
Harrison, John
Fay, Amy
LeSueur, William Dawson
Yeats-Brown, Francis
Beste, Henry Digby
How, William Walsham
Harrison, Burton, Mrs.
Eaton, Theodore H. (Theodore Hildreth)
Scobey, Kathrine Lois
Knapp, Frederick Malcolm
Weathers, John
Warren, Samuel D. (Samuel Dennis)
Calderwood, Henry
Morse, John
Buchan, Patrick
Thorne, Mabel
White, Catherine Ann
Leighton, Gerald R. (Gerald Rowley)
Brennan, William Augustine
Race, Joseph
Steinheil, Marguerite
Hutchinson, Horace G. (Horace Gordon)
Saltus, Marie
Tyssot de Patot, Simon
Kurtz, J. H. (Johann Heinrich)
Langridge, Irene
Barine, Arvède
Hervey, Arthur
Clayton, Ellen C. (Ellen Creathorne)
Frank, Ulrich
Gardner, Henry A. (Henry Alfred)
Walworth, Ellen H. (Ellen Hardin)
Cooke, Josiah P., Jr. (Josiah Parsons)
Connell, Richard Edward
Sheafe, Alfonso Josephs
Foster, Olive Hyde
Jenkins, T. A.
Bottomley, Gordon
Sutcliffe, John D.
Spielmann, M. H. (Mabel Henrietta)
Ryder, H. P.
Howes, Clifton A. (Clifton Armstrong)
Woodgate, Walter Bradford
Johnson, Clifton
Van Millingen, Julius R.
Cullen, Clarence Louis
Cummings, Mabel H.
Harvey, Gideon
Landon, Herman
Snow, Bonnie E.
Purcell, Martha C. Grassham, Mrs.
Napoleon I, Emperor of the French
Knox-Little, W. J. (William John)
Haskett Smith, W. P. (Walter Parry)
Fairbanks, George R. (George Rainsford)
Howes, Ethel Puffer
Mackay, Angus
Wellman, John
Morgan, C. Lloyd (Conwy Lloyd)
Kilner, Mary Ann
Settle, Elkanah
Dugdale, Thomas
Potter, I. J.
King, Henry Churchill
Bonhote, Mrs. (Elizabeth)
Harvey, Frederick L. (Frederick Loviad)
Osgood, Samuel
Tracy, Virginia
Gask, Lilian
Terrill, J. Newton (John Newton)
Geyer, Denton Loring
Smith, A. H. (Arthur Hamilton)
Gilpin, Sidney
Hill, J. Arthur (John Arthur)
Hamilton, Anne, Lady
Piercy, Willis Duff
Fuller, Robert H. (Robert Higginson)
Prince, Samuel Henry
Kidwell, Claudia Brush
St. Clair, Francis
Buckley, Arabella B. (Arabella Burton)
Tegnér, Esaias
Anstie, Francis Edmund
Frenzel, Louis Daniel
Warder, J. A. (John Aston)
Coster, Charles de
Shaw, Catharine
Robinson, W. (William)
Burns, Elmer Ellsworth
Marshall, H. E. (Henrietta Elizabeth)
Franklin, William S. (William Suddards)
Williams, H. Noel (Hugh Noel)
Belgrave, Dalrymple J.
Kraszewski, Józef Ignacy
Jeffery, Jeffery E. (Jeffery Eardley)
Lowie, Robert Harry
Smith, George Barnett
Smith, William Robert Lee
Nuuttila, E. E.
Cautley, George Spencer
À Beckett, Gilbert Abbott
Kegan Paul, Trench & Co.
Vondel, Joost van den
Groves, J. Percy (John Percy)
Tubbs, Frank Herbert
Ireland. Ministry of Economic Affairs
M'Clintock, Francis Leopold, Sir
Cornish, Vaughan
Brenton, E. B.
Warfield, Louis M. (Louis Marshall)
Smith, David Eugene
Springer, John S.
Levy, T. Aaron
Alberger, John
Allen, Ethan
Hogan, William
Porphyry
Barker, Nettie Garmer
Cooper, Robert, secularist
Ronge, Johannes
Doyle, A. P., Rev.
Baldwin, Faith
Grimm, Florence M. (Florence Marie)
Cundall, H. M. (Herbert Minton)
Sivachandra Vasu
Samarow, Gregor
Davidson, Hannah Frances
Galilei, Galileo
Coleman, Thomas
Walker, W. W. (William Wesley)
Bernstein, Aaron
Platt, George Washington
Putman, J. Harold (John Harold)
Price, William H.
Moss, C. R. (Claude Russell)
Minckley, W. L.
Muybridge, Eadweard
Marsland, Cora
Davis, Franklyn Pierre
Hinkley, Julian Wisner
Cooper, James, of Philadelphia
Oman, Charles
Callender, James Thomson
Reese, John B.
Pu, Songling
May, Phil
Ladies' Library Association (Schoolcraft, Mich.)
Whitmore, William Henry
Lloyd, John Uri
Curtis, Georgina Pell
Jocelin, de Brakelond, active 1173-1215
Mitchell, Broadus
King, James, Vicar of St. Mary's, Berwick-upon-Tweed
Buck, Dudley
Desjardins, L. G. (Louis Georges)
Gardner, Edmund G.
Cross, Joseph
Parsons, Frank
Galba, Martí Joan de
Tabb, John B. (John Banister)
De Loach, R. J. H. (Robert John Henderson)
Hamlin, Augustus C. (Augustus Choate)
Smith, John Thomas
Arnold, Isaac N.
Harding, Ellison
Cambridge, Ada
Swan, Miranda Eliot
Colles, Julia Keese
Lucia, Rose
Johnstone, James, Sir
Thorne, Paul
Burke, Oliver J. (Oliver Joseph)
Gilbey, Walter, Sir
Leyland, Francis A.
Chandler, Henry W. (Henry William)
Morris, William O'Connor
Pickering, James E.
Squire, John Collings, Sir
Hudson Motor Car Company
Jones, Jesse Henry
McLaughlin, Edward T. (Edward Tompkins)
Collins, An, active 17th century
Rydberg, Viktor
Hadden, J. Cuthbert (James Cuthbert)
Alexander, Gross
Rafy, Mrs.
Reid, T. Wemyss (Thomas Wemyss)
Reed, John C. (John Calvin)
Scott, Daniel
Bushnell, David I. (David Ives)
Dare, Carl
Strang, Herbert, Mrs.
Bastide, Charles
Williams, Wayland Wells
Johnson, Gaylord
Dawson, Thomas Cleland
Collins, Dennis
Alexander Hamilton Institute (U.S.)
Crockett, Davy
Copus, J. E. (John Edwin)
Merriman, Owen
Darling, Charles R. (Charles Robert)
Koons, Ulysses Sidney
Calvert, Albert Frederick
Merington, Marguerite
Marshall, Julian, Mrs.
Field, Walter
Kite, Elizabeth Sarah
Marsh, Richard
Kenealy, Arabella
Walker, Stuart
Fuller, Andrew S. (Andrew Samuel)
Verga, Giovanni
Gronow, R. H. (Rees Howell)
W. & R. Chambers Ltd.
Nicholson, Reynold Alleyne
Fisher, Joseph, F.R.H.S.
Graeme, Elliott
Dadd, George H.
Macy, Arthur
Elwell, J. B. (Joseph Bowne)
Wilks, B. J.
Gallichan, Walter M. (Walter Matthew)
Jewitt, John Rodgers
Lucas, Frederic A. (Frederic Augustus)
Garner, James Wilford
Agricola, Georg
Kṛṣṇadāsa Kavirāja Gosvāmi
Rice, Alfred Ernest
Rice, Harvey
Kellogg, Clara Louise
Waugh, F. A. (Frank Albert)
Bull, Jacob B. (Jacob Breda)
Tolstaia, S. A. (Sofia Andreevna)
Payne, Harry Thom
Wilson, Eric B.
Nassau, Robert Hamill
Siringo, Charles A.
White, Horace
Whymper, Edward
Buhlig, Rose
Gash, Thomas C.
Work, Paul
Comalk-Hawk-Kih
Hawksworth, Hallam
Phelps, William Lyon
Stroebe, Klara
McAdie, Alexander
Chinard, Gilbert
Johns, C. A. (Charles Alexander)
Bacon, George B. (George Blagden)
Sawyer, Frederic H.
Quesada, Ernesto
Chicago (Ill.). Municipal Tuberculosis Sanitarium. Dispensary Department
Patterson, J. H. (John Henry)
Inman, Thomas
Annet, Peter
Krueger, William G.
Leonard, Arthur Glyn
Döllinger, Johann Joseph Ignaz von
Gilbert, Clinton W. (Clinton Wallace)
Ulfeldt, Leonora Christina, grevinde
Boettiger, Louis A. (Louis Angelo)
Williams, Harrison
Taft, William Nelson
Hubbard, Henry Seward
Cousins, James Henry
Wilson, A. J. (Alexander Johnstone)
Simpson, E. Blantyre (Evelyn Blantyre)
Howard, Delton Thomas
Atwood, Wallace Walter
Wagnalls, Mabel
Froehlich, Hugo B.
Jungman, Beatrix
Sketchley, R. E. D. (Rose Esther Dorothea)
Macon, T. J. (Thomas Joseph)
Humphrey, Zephine
Vidyāpati Thākura, active 15th century
Willyams, Cooper
Corbin, John
Baucher, François
Knowlton, Charles
Pagé, Victor Wilfred
Blacklock, Ambrose
Parker, K. Langloh (Katie Langloh)
Robertson, A. Fraser
Garnier, M. (Germain)
Penny, F. E. (Fanny Emily)
Chapman, Abel
Betts, Lillian William
Duncker, Max
Banks, G. Linnaeus (George Linnaeus), Mrs.
Fryer, Jane Eayre
Lawton, Frederick
Edwards, F. G. (Frederick George)
United States. Congress. House. Committee on Patents
Fisk, Wilbur
Cox, George James
Ingleby, Leonard Cresswell
Stawell, Rodolph, Mrs.
Pepper, Charles M. (Charles Melville)
Train, George Francis
Hamilton, Frederic, Lord
Miller, James
Whittaker, Thomas
Maxwell, George Hebard
Packard, Robert L. (Robert Lewis)
Haynes, Henrietta
Howard & Bullough American Machine Company
Pringle, Allen
Burkett, Ray D.
Wilson, Wilfred
Cuyer, Édouard
Macray, William Dunn
Chesson, W. H. (Wilfrid Hugh)
Wilkins, Louisa Jebb
Fraser, Wilber J. (Wilber John)
Bede, the Venerable, Saint
Joyce, Herbert
Weylland, John Matthias
Aelfric, Abbot of Eynsham
Honey, James A.
Kleinlein, Walter J. (Walter John)
Lyman, Olin L. (Olin Linus)
L'Estrange, Roger, Sir
Slater, J. Herbert (John Herbert)
Wells, Amos R. (Amos Russel)
Weir, James, active 1883-1912
Bailey, Washington
Llorente, Juan Antonio
Quadrupani, Carlo Giuseppe
Johnson, Stanley C. (Stanley Currie)
Schlegel, Friedrich von
Knight, Charles
Campbell, Theophila Carlile
Morton, James F. (James Ferdinand)
Carlile, Richard
Holland, Frederic May
Remsburg, John E. (John Eleazer)
Mitchell, Logan
Reber, George
Lisle, Lionel
Shaw, William Arthur
Hawkins, N. (Nehemiah)
Bailey, Arthur Low
Soule, Richard
Cunningham, Francis A. (Francis Aloysius)
Hearne, Samuel
Tutchin, John
Bourne, Benjamin Franklin
Smith, Clark Ashton
Young, Ella Flagg
Mathot, Rodolphe Edgard
Wheildon, William W. (William Willder)
Longstreet, James
Retz, Jean François Paul de Gondi de
Olund, Leonard J.
Wells, Samuel
Thomson, Basil
Jackson, S. Trevena
Kauffman, Reginald Wright
Yates, L. K.
Somerville, H. G.
Sheridan, Thomas
Sabatier, Auguste
O'Neil, Owen Rowe
Schele de Vere, M. (Maximilian)
Gordon, Harry
Rosebery, Archibald Philip Primrose, Earl of
Conway, G. R. G. (George Robert Graham)
Scherzer, Karl, Ritter von
Alden, John B. (John Berry)
Rankin, James
Montespan, Françoise-Athénaïs de Rochechouart de Mortemart, marquise de
Freneau, Philip Morin
Herndon, William Henry
Newton, John, M.R.C.S.E.
Garibaldi, Giuseppe
Macy, John Albert
Day, Lal Behari
Myers, F. W. H. (Frederic William Henry)
Pöllnitz, Karl Ludwig, Freiherr von
Edmonds, S. Emma E. (Sarah Emma Evelyn)
Bailey, Henry Turner
Vay, Péter
Brunton, Mary
D'Auvergne, Edmund B. (Edmund Basil)
Hayward, John, Sir
Cavendish, Georgiana Spencer, Duchess of Devonshire
Fleming, J. A. (John Ambrose), Sir
Tremayne, Eleanor E.
Edwards, H. Sutherland (Henry Sutherland)
Rivenburg, Romeyn Henry
Cumberland, Barlow
Just, Gustav A.
Cunningham, Francis
Crashaw, Richard
Orléans, Charlotte-Elisabeth, duchesse d'
Streight, Abel D.
Ross, Mary, Lady
Gordon, Lina Duff
Isle, June
Moore, Bernard
Jersey, Margaret Elizabeth Leigh Child-Villiers, Countess of
Petrovitch, Woislav M.
Kiser, Samuel E. (Samuel Ellsworth)
Moberly, L. G. (Lucy Gertrude)
Sengcan
Beardslee, Clark S. (Clark Smith)
Garnett, William
Wollaston, Thomas Vernon
Sims, William Sowden
Sargent, Lucius M. (Lucius Manlius)
Maitland, Edward
Fuseli, Henry
Addison, C. G. (Charles Greenstreet)
Rilke, Rainer Maria
Van Loon, Hendrik Willem
MacDonald, Wilson
Saint-Simon, Louis de Rouvroy, duc de
Graves, Kersey
Bresse, J.
Voss, Richard
Willcock, John
Piper, Hugh
Gray, W. H. (William Henry)
Taylor, Ann
Richards, Lenore
Mahan, Asa
Baron, David
Montgomery Real Estate Agents' Association, Montgomery, Ala.
Woepcke, Franz
Clark, John A. (John Alonzo)
Storm, Marian
Hall, Florence Howe
Palmer, Edward
Allbut, Robert
Bender, Millicent Schwab
Campbell, Mark, active 19th century
Miller, Thomas
Akins, Thomas B.
Rogers, Margaret Cobb
Gill, Anna A.
De Gubernatis, Angelo
Cotes, Everard
Heyer, Georgette
Skiles, May Evelyn
Bowditch, William I. (William Ingersoll)
Vine, W.E. (William Edwy)
Douce, Francis
Quigley, Margery Closey
Richards, R. C. (Ralph Coffin)
Campbell, J. Duncan, (James Duncan)
Hobbs, Leonard S.
Casseday, Ben
Rosenbach, A. S. W. (Abraham Simon Wolf)
Firebaugh, Ellen M.
Galbreath, C. B. (Charles Burleigh)
Du Hausset, Mme.
Chamberlain, James Franklin
Lamballe, Marie Thérèse Louise de Savoie-Carignan, princesse de
Aksakov, S. T. (Sergei Timofeevich)
Hubert, Philip Gengembre
Wied, Maximilian, Prinz von
Keightley, Thomas
Lanaghan, Mrs.
Clarke, Henry, Mrs.
Kirkpatrick, F. A. (Frederick Alexander)
Miller, George A. (George Amos)
Smith, Mary P. Wells (Mary Prudence Wells)
Turnbull, Robert
Clayton, H. J.
Sedding, John Dando
Henderson, Robert, active 1866-1874
Campan, Mme. (Jeanne-Louise-Henriette)
Hely-Hutchinson, John
Platt, William, Mrs.
Aulnoy, Madame d' (Marie-Catherine)
Awdelay, John, active 1559-1577
Wingfield, Lewis
Aughey, John H. (John Hill)
Robbins, Edward Mott
Edwards, Albert
Werge, John, active 1854-1890
Kingsley, Mary Henrietta
Vinogradoff, Paul
Sharpe, Edmund
Sheets, Emily Churchill Thompson
Murphy, Yolanda
Parsons, Mary Elizabeth
Wolfe, Theodore F. (Theodore Frelinghuysen)
Munthe, Axel
Murphy, John
Kemble, John Philip
Hoskin, Arthur J. (Arthur Joseph)
McCandless, Wilson
Grolleau, Charles
Bithell, Jethro
Goldsmith, Lewis
Hungerford, Edward
Harms, Louis
Campbell, Joseph
M'Pherson, J. G. (John Gordon)
Walker, Charles R. (Charles Rumford)
Vincent, James Edmund
Marvin, Frederic Rowland
Twiss, Travers
Allbutt, T. Clifford (Thomas Clifford)
Larson, Laurence Marcellus
Trow’s Printing and Bookbinding Company
Downs, E. C. (Edward C.)
Sheppard, Elizabeth Sara
Macdonald, Frederic W. (Frederic William)
Lower, Mark Antony
Arnoux, Léon
Sclater, Philip Lutley
Douglas, Charles L.
Hollingworth, Leta Stetter
St. Paul, Mother
Association of the Miraculous Medal
Goldenberg, Samuel L.
De Morgan, Mary
Abney, William de Wiveleslie, Sir
Stigand, Nancy Yulee (Neff)
Mears, James R.
Krol, Ed
Cranmer-Byng, L. (Launcelot)
Escott, T. H. S. (Thomas Hay Sweet)
Jones, John P. (John Percival)
Conkling, Margaret C. (Margaret Cockburn)
González de Mendoza, Juan
Martínez de Zúñiga, Joaquín
Ward, H. Marshall (Harry Marshall)
Mudge, Zachariah Atwell
Sellon, Edward
Lobingier, Elizabeth Miller
Liebknecht, Karl Paul August Friedrich
Hibbert, Francis Aiden
Low, David Allan
O'Malley, Austin
Tissot, S. A. D. (Samuel Auguste David)
Bottone, Selimo Romeo
Alvarez de Abreu, Antonio
Hetherington, H. (Henry)
Hegel, Georg Wilhelm Friedrich
Aitken, Robert
Tischner, August
Millingen, J. G. (John Gideon)
Brown, Margaret Wright
Odum, Howard Washington
Panizzi, Anthony, Sir
Jackson, William Henry
Schindler, Anton
Cloud, D. C.
Norway, Arthur H. (Arthur Hamilton)
Stanton, Henry B. (Henry Brewster)
Spears, John Randolph
Farjeon, B. L. (Benjamin Leopold)
Hoare, Edward
Cobbold, Richard
Burr, William Henry
Anderson, Marilyn D.
Young, William
Ohnet, Georges
Gabel, Norman E.
Straus, Oscar S. (Oscar Solomon)
